Team,Home,Win,Opp,Diff,Game,Year,Week
Bengals,0,0,Cowboys,-14,5,2017,5
Bengals,0,0,Patriots,-18,6,2017,6
Bengals,1,1,Browns,14,7,2017,7
Bengals,1,0.5,Redskins,0,8,2017,8
Bengals,0,0,Giants,-1,9,2017,10
Bengals,1,0,Bills,-4,10,2017,11
Bengals,0,0,Ravens,-5,11,2017,12
Bengals,1,1,Eagles,18,12,2017,13
Bengals,0,1,Browns,13,13,2017,14
Bengals,1,0,Steelers,-4,14,2017,15
Bengals,0,0,Texans,-2,15,2017,16
Bengals,1,1,Ravens,17,16,2017,17
Bills,0,0,Ravens,-6,1,2017,1
Bills,1,0,Jets,-6,2,2017,2
Bills,1,1,Cardinals,15,3,2017,3
Bills,0,1,Patriots,16,4,2017,4
Bills,0,1,Rams,11,5,2017,5
Bills,1,1,49ers,29,6,2017,6
Bills,0,0,Dolphins,-3,7,2017,7
Bills,1,0,Patriots,-16,8,2017,8
Bills,0,0,Seahawks,-6,9,2017,9
Bills,0,1,Bengals,4,10,2017,11
Bills,1,1,Jaguars,7,11,2017,12
Bills,0,0,Raiders,-14,12,2017,13
Bills,1,0,Steelers,-7,13,2017,14
Bills,1,1,Browns,20,14,2017,15
Bills,1,0,Dolphins,-3,15,2017,16
Bills,0,0,Jets,-20,16,2017,17
Broncos,1,1,Panthers,1,1,2017,1
Broncos,1,1,Colts,14,2,2017,2
Broncos,0,1,Bengals,12,3,2017,3
Broncos,0,1,Buccaneers,20,4,2017,4
Broncos,1,0,Falcons,-7,5,2017,5
Broncos,0,0,Chargers,-8,6,2017,6
Broncos,1,1,Texans,18,7,2017,7
Broncos,1,1,Chargers,8,8,2017,8
Broncos,0,0,Raiders,-10,9,2017,9
Broncos,0,1,Saints,2,10,2017,10
Broncos,1,0,Chiefs,-3,11,2017,12
Broncos,0,1,Jaguars,10,12,2017,13
Broncos,0,0,Titans,-3,13,2017,14
Broncos,1,0,Patriots,-13,14,2017,15
Broncos,0,0,Chiefs,-23,15,2017,16
Broncos,1,1,Raiders,18,16,2017,17
Browns,0,0,Eagles,-19,1,2017,1
Browns,1,0,Ravens,-5,2,2017,2
Browns,0,0,Dolphins,-6,3,2017,3
Browns,0,0,Redskins,-11,4,2017,4
Browns,1,0,Patriots,-20,5,2017,5
Browns,0,0,Titans,-2,6,2017,6
Browns,0,0,Bengals,-14,7,2017,7
Browns,1,0,Jets,-3,8,2017,8
Browns,1,0,Cowboys,-25,9,2017,9
Browns,0,0,Ravens,-21,10,2017,10
Browns,1,0,Steelers,-15,11,2017,11
Browns,1,0,Giants,-14,12,2017,12
Browns,1,0,Bengals,-13,13,2017,14
Browns,0,0,Bills,-20,14,2017,15
Browns,1,1,Chargers,3,15,2017,16
Browns,0,0,Steelers,-3,16,2017,17
Buccaneers,0,1,Falcons,7,1,2017,1
Buccaneers,0,0,Cardinals,-33,2,2017,2
Buccaneers,1,0,Rams,-5,3,2017,3
Buccaneers,1,0,Broncos,-20,4,2017,4
Buccaneers,0,1,Panthers,3,5,2017,5
Buccaneers,0,1,49ers,17,6,2017,7
Buccaneers,1,0,Raiders,-6,7,2017,8
Buccaneers,1,0,Falcons,-15,8,2017,9
Buccaneers,1,1,Bears,26,9,2017,10
Buccaneers,0,1,Chiefs,2,10,2017,11
Buccaneers,1,1,Seahawks,9,11,2017,12
Buccaneers,0,1,Chargers,7,12,2017,13
Buccaneers,1,1,Saints,5,13,2017,14
Buccaneers,0,0,Cowboys,-6,14,2017,15
Buccaneers,0,0,Saints,-7,15,2017,16
Buccaneers,1,1,Panthers,1,16,2017,17
Cardinals,1,0,Patriots,-2,1,2017,1
Cardinals,1,1,Buccaneers,33,2,2017,2
Cardinals,0,0,Bills,-15,3,2017,3
Cardinals,1,0,Rams,-4,4,2017,4
Cardinals,0,1,49ers,12,5,2017,5
Cardinals,1,1,Jets,25,6,2017,6
Cardinals,1,0.5,Seahawks,0,7,2017,7
Cardinals,0,0,Panthers,-10,8,2017,8
Cardinals,1,1,49ers,3,9,2017,10
Cardinals,0,0,Vikings,-6,10,2017,11
Cardinals,0,0,Falcons,-19,11,2017,12
Cardinals,1,1,Redskins,8,12,2017,13
Cardinals,0,0,Dolphins,-3,13,2017,14
Cardinals,1,0,Saints,-7,14,2017,15
Cardinals,0,1,Seahawks,3,15,2017,16
Cardinals,0,1,Rams,38,16,2017,17
Chargers,0,0,Chiefs,-6,1,2017,1
Chargers,1,1,Jaguars,24,2,2017,2
Chargers,0,0,Colts,-4,3,2017,3
Chargers,1,0,Saints,-1,4,2017,4
Chargers,0,0,Raiders,-3,5,2017,5
Chargers,1,1,Broncos,8,6,2017,6
Chargers,0,1,Falcons,3,7,2017,7
Chargers,0,0,Broncos,-8,8,2017,8
Chargers,1,1,Titans,8,9,2017,9
Chargers,1,0,Dolphins,-7,10,2017,10
Chargers,0,1,Texans,8,11,2017,12
Chargers,1,0,Buccaneers,-7,12,2017,13
Chargers,0,0,Panthers,-12,13,2017,14
Chargers,1,0,Raiders,-3,14,2017,15
Chargers,0,0,Browns,-3,15,2017,16
Chargers,1,0,Chiefs,-10,16,2017,17
Chiefs,1,1,Chargers,6,1,2017,1
Chiefs,0,0,Texans,-7,2,2017,2
Chiefs,1,1,Jets,21,3,2017,3
Chiefs,0,0,Steelers,-29,4,2017,4
Chiefs,0,1,Raiders,16,5,2017,6
Chiefs,1,1,Saints,6,6,2017,7
Chiefs,0,1,Colts,16,7,2017,8
Chiefs,1,1,Jaguars,5,8,2017,9
Chiefs,0,1,Panthers,3,9,2017,10
Chiefs,1,0,Buccaneers,-2,10,2017,11
Chiefs,0,1,Broncos,3,11,2017,12
Chiefs,0,1,Falcons,1,12,2017,13
Chiefs,1,1,Raiders,8,13,2017,14
Chiefs,1,0,Titans,-2,14,2017,15
Chiefs,1,1,Broncos,23,15,2017,16
Chiefs,0,1,Chargers,10,16,2017,17
Colts,1,0,Lions,-4,1,2017,1
Colts,0,0,Broncos,-14,2,2017,2
Colts,1,1,Chargers,4,3,2017,3
Colts,0,0,Jaguars,-3,4,2017,4
Colts,1,1,Bears,6,5,2017,5
Colts,0,0,Texans,-3,6,2017,6
Colts,0,1,Titans,8,7,2017,7
Colts,1,0,Chiefs,-16,8,2017,8
Colts,0,1,Packers,5,9,2017,9
Colts,1,1,Titans,7,10,2017,11
Colts,1,0,Steelers,-21,11,2017,12
Colts,0,1,Jets,31,12,2017,13
Colts,1,0,Texans,-5,13,2017,14
Colts,0,1,Vikings,28,14,2017,15
Colts,0,0,Raiders,-8,15,2017,16
Colts,1,1,Jaguars,4,16,2017,17
Cowboys,1,0,Giants,-1,1,2017,1
Cowboys,0,1,Redskins,4,2,2017,2
Cowboys,1,1,Bears,14,3,2017,3
Cowboys,0,1,49ers,7,4,2017,4
Cowboys,1,1,Bengals,14,5,2017,5
Cowboys,0,1,Packers,14,6,2017,6
Cowboys,1,1,Eagles,6,7,2017,8
Cowboys,0,1,Browns,25,8,2017,9
Cowboys,0,1,Steelers,5,9,2017,10
Cowboys,1,1,Ravens,10,10,2017,11
Cowboys,1,1,Redskins,5,11,2017,12
Cowboys,0,1,Vikings,2,12,2017,13
Cowboys,0,0,Giants,-3,13,2017,14
Cowboys,1,1,Buccaneers,6,14,2017,15
Cowboys,1,1,Lions,21,15,2017,16
Cowboys,0,0,Eagles,-14,16,2017,17
Dolphins,0,0,Seahawks,-2,1,2017,1
Dolphins,0,0,Patriots,-7,2,2017,2
Dolphins,1,1,Browns,6,3,2017,3
Dolphins,0,0,Bengals,-15,4,2017,4
Dolphins,1,0,Titans,-13,5,2017,5
Dolphins,1,1,Steelers,15,6,2017,6
Dolphins,1,1,Bills,3,7,2017,7
Dolphins,1,1,Jets,4,8,2017,9
Dolphins,0,1,Chargers,7,9,2017,10
Dolphins,0,1,Rams,4,10,2017,11
Dolphins,1,1,49ers,7,11,2017,12
Dolphins,0,0,Ravens,-32,12,2017,13
Dolphins,1,1,Cardinals,3,13,2017,14
Dolphins,0,1,Jets,21,14,2017,15
Dolphins,0,1,Bills,3,15,2017,16
Dolphins,1,0,Patriots,-21,16,2017,17
Eagles,1,1,Browns,19,1,2017,1
Eagles,0,1,Bears,15,2,2017,2
Eagles,1,1,Steelers,31,3,2017,3
Eagles,0,0,Lions,-1,4,2017,5
Eagles,0,0,Redskins,-7,5,2017,6
Eagles,1,1,Vikings,11,6,2017,7
Eagles,0,0,Cowboys,-6,7,2017,8
Eagles,0,0,Giants,-5,8,2017,9
Eagles,1,1,Falcons,9,9,2017,10
Eagles,0,0,Seahawks,-11,10,2017,11
Eagles,1,0,Packers,-14,11,2017,12
Eagles,0,0,Bengals,-18,12,2017,13
Eagles,1,0,Redskins,-5,13,2017,14
Eagles,0,0,Ravens,-1,14,2017,15
Eagles,1,1,Giants,5,15,2017,16
Eagles,1,1,Cowboys,14,16,2017,17
Falcons,1,0,Buccaneers,-7,1,2017,1
Falcons,0,1,Raiders,7,2,2017,2
Falcons,0,1,Saints,13,3,2017,3
Falcons,1,1,Panthers,15,4,2017,4
Falcons,0,1,Broncos,7,5,2017,5
Falcons,0,0,Seahawks,-2,6,2017,6
Falcons,1,0,Chargers,-3,7,2017,7
Falcons,1,1,Packers,1,8,2017,8
Falcons,0,1,Buccaneers,15,9,2017,9
Falcons,0,0,Eagles,-9,10,2017,10
Falcons,1,1,Cardinals,19,11,2017,12
Falcons,1,0,Chiefs,-1,12,2017,13
Falcons,0,1,Rams,28,13,2017,14
Falcons,1,1,49ers,28,14,2017,15
Falcons,0,1,Panthers,17,15,2017,16
Falcons,1,1,Saints,6,16,2017,17
Giants,0,1,Cowboys,1,1,2017,1
Giants,1,1,Saints,3,2,2017,2
Giants,1,0,Redskins,-2,3,2017,3
Giants,0,0,Vikings,-14,4,2017,4
Giants,0,0,Packers,-7,5,2017,5
Giants,1,1,Ravens,4,6,2017,6
Giants,0,1,Rams,7,7,2017,7
Giants,1,1,Eagles,5,8,2017,9
Giants,1,1,Bengals,1,9,2017,10
Giants,1,1,Bears,6,10,2017,11
Giants,0,1,Browns,14,11,2017,12
Giants,0,0,Steelers,-10,12,2017,13
Giants,1,1,Cowboys,3,13,2017,14
Giants,1,1,Lions,11,14,2017,15
Giants,0,0,Eagles,-5,15,2017,16
Giants,0,1,Redskins,9,16,2017,17
Jaguars,1,0,Packers,-4,1,2017,1
Jaguars,0,0,Chargers,-24,2,2017,2
Jaguars,1,0,Ravens,-2,3,2017,3
Jaguars,1,1,Colts,3,4,2017,4
Jaguars,0,1,Bears,1,5,2017,6
Jaguars,1,0,Raiders,-17,6,2017,7
Jaguars,0,0,Titans,-14,7,2017,8
Jaguars,0,0,Chiefs,-5,8,2017,9
Jaguars,1,0,Texans,-3,9,2017,10
Jaguars,0,0,Lions,-7,10,2017,11
Jaguars,0,0,Bills,-7,11,2017,12
Jaguars,1,0,Broncos,-10,12,2017,13
Jaguars,1,0,Vikings,-9,13,2017,14
Jaguars,0,0,Texans,-1,14,2017,15
Jaguars,1,1,Titans,21,15,2017,16
Jaguars,0,0,Colts,-4,16,2017,17
Jets,1,0,Bengals,-1,1,2017,1
Jets,0,1,Bills,6,2,2017,2
Jets,0,0,Chiefs,-21,3,2017,3
Jets,1,0,Seahawks,-10,4,2017,4
Jets,0,0,Steelers,-18,5,2017,5
Jets,0,0,Cardinals,-25,6,2017,6
Jets,1,1,Ravens,8,7,2017,7
Jets,0,1,Browns,3,8,2017,8
Jets,0,0,Dolphins,-4,9,2017,9
Jets,1,0,Rams,-3,10,2017,10
Jets,1,0,Patriots,-5,11,2017,12
Jets,1,0,Colts,-31,12,2017,13
Jets,0,1,49ers,6,13,2017,14
Jets,1,0,Dolphins,-21,14,2017,15
Jets,0,0,Patriots,-38,15,2017,16
Jets,1,1,Bills,20,16,2017,17
Lions,0,1,Colts,4,1,2017,1
Lions,1,0,Titans,-1,2,2017,2
Lions,0,0,Packers,-7,3,2017,3
Lions,0,0,Bears,-3,4,2017,4
Lions,1,1,Eagles,1,5,2017,5
Lions,1,1,Rams,3,6,2017,6
Lions,1,1,Redskins,3,7,2017,7
Lions,0,0,Texans,-7,8,2017,8
Lions,0,1,Vikings,6,9,2017,9
Lions,1,1,Jaguars,7,10,2017,11
Lions,1,1,Vikings,3,11,2017,12
Lions,0,1,Saints,15,12,2017,13
Lions,1,1,Bears,3,13,2017,14
Lions,0,0,Giants,-11,14,2017,15
Lions,0,0,Cowboys,-21,15,2017,16
Lions,1,0,Packers,-7,16,2017,17
Packers,0,1,Jaguars,4,1,2017,1
Packers,0,0,Vikings,-3,2,2017,2
Packers,1,1,Lions,7,3,2017,3
Packers,1,1,Giants,7,4,2017,5
Packers,1,0,Cowboys,-14,5,2017,6
Packers,1,1,Bears,16,6,2017,7
Packers,0,0,Falcons,-1,7,2017,8
Packers,1,0,Colts,-5,8,2017,9
Packers,0,0,Titans,-22,9,2017,10
Packers,0,0,Redskins,-18,10,2017,11
Packers,0,1,Eagles,14,11,2017,12
Packers,1,1,Texans,8,12,2017,13
Packers,1,1,Seahawks,28,13,2017,14
Packers,0,1,Bears,3,14,2017,15
Packers,1,1,Vikings,13,15,2017,16
Packers,0,1,Lions,7,16,2017,17
Panthers,0,0,Broncos,-1,1,2017,1
Panthers,1,1,49ers,19,2,2017,2
Panthers,1,0,Vikings,-12,3,2017,3
Panthers,0,0,Falcons,-15,4,2017,4
Panthers,1,0,Buccaneers,-3,5,2017,5
Panthers,0,0,Saints,-3,6,2017,6
Panthers,1,1,Cardinals,10,7,2017,8
Panthers,0,1,Rams,3,8,2017,9
Panthers,1,0,Chiefs,-3,9,2017,10
Panthers,1,1,Saints,3,10,2017,11
Panthers,0,0,Raiders,-3,11,2017,12
Panthers,0,0,Seahawks,-33,12,2017,13
Panthers,1,1,Chargers,12,13,2017,14
Panthers,0,1,Redskins,11,14,2017,15
Panthers,1,0,Falcons,-17,15,2017,16
Panthers,0,0,Buccaneers,-1,16,2017,17
Patriots,0,1,Cardinals,2,1,2017,1
Patriots,1,1,Dolphins,7,2,2017,2
Patriots,1,1,Texans,27,3,2017,3
Patriots,1,0,Bills,-16,4,2017,4
Patriots,0,1,Browns,20,5,2017,5
Patriots,1,1,Bengals,18,6,2017,6
Patriots,0,1,Steelers,11,7,2017,7
Patriots,0,1,Bills,16,8,2017,8
Patriots,1,0,Seahawks,-7,9,2017,10
Patriots,0,1,49ers,13,10,2017,11
Patriots,0,1,Jets,5,11,2017,12
Patriots,1,1,Rams,16,12,2017,13
Patriots,1,1,Ravens,7,13,2017,14
Patriots,0,1,Broncos,13,14,2017,15
Patriots,1,1,Jets,38,15,2017,16
Patriots,0,1,Dolphins,21,16,2017,17
Raiders,0,1,Saints,1,1,2017,1
Raiders,1,0,Falcons,-7,2,2017,2
Raiders,0,1,Titans,7,3,2017,3
Raiders,0,1,Ravens,1,4,2017,4
Raiders,1,1,Chargers,3,5,2017,5
Raiders,1,0,Chiefs,-16,6,2017,6
Raiders,0,1,Jaguars,17,7,2017,7
Raiders,0,1,Buccaneers,6,8,2017,8
Raiders,1,1,Broncos,10,9,2017,9
Raiders,1,1,Texans,7,10,2017,11
Raiders,1,1,Panthers,3,11,2017,12
Raiders,1,1,Bills,14,12,2017,13
Raiders,0,0,Chiefs,-8,13,2017,14
Raiders,0,1,Chargers,3,14,2017,15
Raiders,1,1,Colts,8,15,2017,16
Raiders,0,0,Broncos,-18,16,2017,17
Rams,0,0,49ers,-28,1,2017,1
Rams,1,1,Seahawks,6,2,2017,2
Rams,0,1,Buccaneers,5,3,2017,3
Rams,0,1,Cardinals,4,4,2017,4
Rams,1,0,Bills,-11,5,2017,5
Rams,0,0,Lions,-3,6,2017,6
Rams,1,0,Giants,-7,7,2017,7
Rams,1,0,Panthers,-3,8,2017,9
Rams,0,1,Jets,3,9,2017,10
Rams,1,0,Dolphins,-4,10,2017,11
Rams,0,0,Saints,-28,11,2017,12
Rams,0,0,Patriots,-16,12,2017,13
Rams,1,0,Falcons,-28,13,2017,14
Rams,0,0,Seahawks,-21,14,2017,15
Rams,1,0,49ers,-1,15,2017,16
Rams,1,0,Cardinals,-38,16,2017,17
Ravens,1,1,Bills,6,1,2017,1
Ravens,0,1,Browns,5,2,2017,2
Ravens,0,1,Jaguars,2,3,2017,3
Ravens,1,0,Raiders,-1,4,2017,4
Ravens,1,0,Redskins,-6,5,2017,5
Ravens,0,0,Giants,-4,6,2017,6
Ravens,0,0,Jets,-8,7,2017,7
Ravens,1,1,Steelers,7,8,2017,9
Ravens,1,1,Browns,21,9,2017,10
Ravens,0,0,Cowboys,-10,10,2017,11
Ravens,1,1,Bengals,5,11,2017,12
Ravens,1,1,Dolphins,32,12,2017,13
Ravens,0,0,Patriots,-7,13,2017,14
Ravens,1,1,Eagles,1,14,2017,15
Ravens,0,0,Steelers,-4,15,2017,16
Ravens,0,0,Bengals,-17,16,2017,17
Redskins,1,0,Steelers,-22,1,2017,1
Redskins,1,0,Cowboys,-4,2,2017,2
Redskins,0,1,Giants,2,3,2017,3
Redskins,1,1,Browns,11,4,2017,4
Redskins,0,1,Ravens,6,5,2017,5
Redskins,1,1,Eagles,7,6,2017,6
Redskins,0,0,Lions,-3,7,2017,7
Redskins,0,0.5,Bengals,0,8,2017,8
Redskins,1,1,Vikings,6,9,2017,10
Redskins,1,1,Packers,18,10,2017,11
Redskins,0,0,Cowboys,-5,11,2017,12
Redskins,0,0,Cardinals,-8,12,2017,13
Redskins,0,1,Eagles,5,13,2017,14
Redskins,1,0,Panthers,-11,14,2017,15
Redskins,0,1,Bears,20,15,2017,16
Redskins,1,0,Giants,-9,16,2017,17
Saints,1,0,Raiders,-1,1,2017,1
Saints,0,0,Giants,-3,2,2017,2
Saints,1,0,Falcons,-13,3,2017,3
Saints,0,1,Chargers,1,4,2017,4
Saints,1,1,Panthers,3,5,2017,6
Saints,0,0,Chiefs,-6,6,2017,7
Saints,1,1,Seahawks,5,7,2017,8
Saints,0,1,49ers,18,8,2017,9
Saints,1,0,Broncos,-2,9,2017,10
Saints,0,0,Panthers,-3,10,2017,11
Saints,1,1,Rams,28,11,2017,12
Saints,1,0,Lions,-15,12,2017,13
Saints,0,0,Buccaneers,-5,13,2017,14
Saints,0,1,Cardinals,7,14,2017,15
Saints,1,1,Buccaneers,7,15,2017,16
Saints,0,0,Falcons,-6,16,2017,17
Seahawks,1,1,Dolphins,2,1,2017,1
Seahawks,0,0,Rams,-6,2,2017,2
Seahawks,1,1,49ers,19,3,2017,3
Seahawks,0,1,Jets,10,4,2017,4
Seahawks,1,1,Falcons,2,5,2017,6
Seahawks,0,0.5,Cardinals,0,6,2017,7
Seahawks,0,0,Saints,-5,7,2017,8
Seahawks,1,1,Bills,6,8,2017,9
Seahawks,0,1,Patriots,7,9,2017,10
Seahawks,1,1,Eagles,11,10,2017,11
Seahawks,0,0,Buccaneers,-9,11,2017,12
Seahawks,1,1,Panthers,33,12,2017,13
Seahawks,0,0,Packers,-28,13,2017,14
Seahawks,1,1,Rams,21,14,2017,15
Seahawks,1,0,Cardinals,-3,15,2017,16
Seahawks,0,1,49ers,2,16,2017,17
Steelers,0,1,Redskins,22,1,2017,1
Steelers,1,1,Bengals,8,2,2017,2
Steelers,0,0,Eagles,-31,3,2017,3
Steelers,1,1,Chiefs,29,4,2017,4
Steelers,1,1,Jets,18,5,2017,5
Steelers,0,0,Dolphins,-15,6,2017,6
Steelers,1,0,Patriots,-11,7,2017,7
Steelers,0,0,Ravens,-7,8,2017,9
Steelers,1,0,Cowboys,-5,9,2017,10
Steelers,0,1,Browns,15,10,2017,11
Steelers,0,1,Colts,21,11,2017,12
Steelers,1,1,Giants,10,12,2017,13
Steelers,0,1,Bills,7,13,2017,14
Steelers,0,1,Bengals,4,14,2017,15
Steelers,1,1,Ravens,4,15,2017,16
Steelers,1,1,Browns,3,16,2017,17
Texans,1,1,Bears,9,1,2017,1
Texans,1,1,Chiefs,7,2,2017,2
Texans,0,0,Patriots,-27,3,2017,3
Texans,1,1,Titans,7,4,2017,4
Texans,0,0,Vikings,-18,5,2017,5
Texans,1,1,Colts,3,6,2017,6
Texans,0,0,Broncos,-18,7,2017,7
Texans,1,1,Lions,7,8,2017,8
Texans,0,1,Jaguars,3,9,2017,10
Texans,0,0,Raiders,-7,10,2017,11
Texans,1,0,Chargers,-8,11,2017,12
Texans,0,0,Packers,-8,12,2017,13
Texans,0,1,Colts,5,13,2017,14
Texans,1,1,Jaguars,1,14,2017,15
Texans,1,1,Bengals,2,15,2017,16
Texans,0,0,Titans,-7,16,2017,17
Titans,1,0,Vikings,-9,1,2017,1
Titans,0,1,Lions,1,2,2017,2
Titans,1,0,Raiders,-7,3,2017,3
Titans,0,0,Texans,-7,4,2017,4
Titans,0,1,Dolphins,13,5,2017,5
Titans,1,1,Browns,2,6,2017,6
Titans,1,0,Colts,-8,7,2017,7
Titans,1,1,Jaguars,14,8,2017,8
Titans,0,0,Chargers,-8,9,2017,9
Titans,1,1,Packers,22,10,2017,10
Titans,0,0,Colts,-7,11,2017,11
Titans,0,1,Bears,6,12,2017,12
Titans,1,1,Broncos,3,13,2017,14
Titans,0,1,Chiefs,2,14,2017,15
Titans,0,0,Jaguars,-21,15,2017,16
Titans,1,1,Texans,7,16,2017,17
Vikings,0,1,Titans,9,1,2017,1
Vikings,1,1,Packers,3,2,2017,2
Vikings,0,1,Panthers,12,3,2017,3
Vikings,1,1,Giants,14,4,2017,4
Vikings,1,1,Texans,18,5,2017,5
Vikings,0,0,Eagles,-11,6,2017,7
Vikings,0,0,Bears,-10,7,2017,8
Vikings,1,0,Lions,-6,8,2017,9
Vikings,0,0,Redskins,-6,9,2017,10
Vikings,1,1,Cardinals,6,10,2017,11
Vikings,0,0,Lions,-3,11,2017,12
Vikings,1,0,Cowboys,-2,12,2017,13
Vikings,0,1,Jaguars,9,13,2017,14
Vikings,1,0,Colts,-28,14,2017,15
Vikings,0,0,Packers,-13,15,2017,16
Vikings,1,1,Bears,28,16,2017,17
49ers,1,1,Vikings,17,1,2016,1
49ers,0,0,Steelers,-25,2,2016,2
49ers,0,0,Cardinals,-40,3,2016,3
49ers,1,0,Packers,-14,4,2016,4
49ers,0,0,Giants,-3,5,2016,5
49ers,1,1,Ravens,5,6,2016,6
49ers,1,0,Seahawks,-17,7,2016,7
49ers,0,0,Rams,-21,8,2016,8
49ers,1,1,Falcons,1,9,2016,9
49ers,0,0,Seahawks,-16,10,2016,11
49ers,1,0,Cardinals,-6,11,2016,12
49ers,0,1,Bears,6,12,2016,13
49ers,0,0,Browns,-14,13,2016,14
49ers,1,0,Bengals,-10,14,2016,15
49ers,0,0,Lions,-15,15,2016,16
49ers,1,1,Rams,3,16,2016,17
Bears,1,0,Packers,-8,1,2016,1
Bears,1,0,Cardinals,-25,2,2016,2
Bears,0,0,Seahawks,-26,3,2016,3
Bears,1,1,Raiders,2,4,2016,4
Bears,0,1,Chiefs,1,5,2016,5
Bears,0,0,Lions,-3,6,2016,6
Bears,1,0,Vikings,-3,7,2016,8
Bears,0,1,Chargers,3,8,2016,9
Bears,0,1,Rams,24,9,2016,10
Bears,1,0,Broncos,-2,10,2016,11
Bears,0,1,Packers,4,11,2016,12
Bears,1,0,49ers,-6,12,2016,13
