Team,Home,Win,Opp,Diff,Game,Year,Week
49ers,1,0,Panthers,-1,9,2014,10
49ers,0,0,Saints,-3,10,2014,11
49ers,0,1,Redskins,21,11,2014,12
49ers,1,1,Rams,10,12,2014,13
49ers,1,1,Seahawks,2,13,2014,14
49ers,0,1,Buccaneers,19,14,2014,15
49ers,1,1,Falcons,10,15,2014,16
49ers,0,1,Cardinals,3,16,2014,17
Bears,1,1,Bengals,3,1,2014,1
Bears,1,1,Vikings,1,2,2014,2
Bears,0,1,Steelers,17,3,2014,3
Bears,0,0,Lions,-8,4,2014,4
Bears,1,0,Saints,-8,5,2014,5
Bears,1,1,Giants,6,6,2014,6
Bears,0,0,Redskins,-4,7,2014,7
Bears,0,1,Packers,7,8,2014,9
Bears,1,0,Lions,-2,9,2014,10
Bears,1,1,Ravens,3,10,2014,11
Bears,0,0,Rams,-21,11,2014,12
Bears,0,0,Vikings,-3,12,2014,13
Bears,1,1,Cowboys,17,13,2014,14
Bears,0,1,Browns,7,14,2014,15
Bears,0,0,Eagles,-43,15,2014,16
Bears,1,0,Packers,-5,16,2014,17
Bengals,0,0,Bears,-3,1,2014,1
Bengals,1,1,Steelers,10,2,2014,2
Bengals,1,1,Packers,4,3,2014,3
Bengals,0,0,Browns,-11,4,2014,4
Bengals,1,1,Patriots,7,5,2014,5
Bengals,0,1,Bills,3,6,2014,6
Bengals,0,1,Lions,3,7,2014,7
Bengals,1,1,Jets,40,8,2014,8
Bengals,0,0,Dolphins,-2,9,2014,9
Bengals,0,0,Ravens,-3,10,2014,10
Bengals,1,1,Browns,21,11,2014,11
Bengals,0,1,Chargers,7,12,2014,13
Bengals,1,1,Colts,14,13,2014,14
Bengals,0,0,Steelers,-10,14,2014,15
Bengals,1,1,Vikings,28,15,2014,16
Bengals,1,1,Ravens,17,16,2014,17
Bills,1,0,Patriots,-2,1,2014,1
Bills,1,1,Panthers,1,2,2014,2
Bills,0,0,Jets,-7,3,2014,3
Bills,1,1,Ravens,3,4,2014,4
Bills,0,0,Browns,-13,5,2014,5
Bills,1,0,Bengals,-3,6,2014,6
Bills,0,1,Dolphins,2,7,2014,7
Bills,0,0,Saints,-18,8,2014,8
Bills,1,0,Chiefs,-10,9,2014,9
Bills,0,0,Steelers,-13,10,2014,10
Bills,1,1,Jets,23,11,2014,11
Bills,1,0,Falcons,-3,12,2014,13
Bills,0,0,Buccaneers,-21,13,2014,14
Bills,0,1,Jaguars,7,14,2014,15
Bills,1,1,Dolphins,19,15,2014,16
Bills,0,0,Patriots,-14,16,2014,17
Broncos,1,1,Ravens,22,1,2014,1
Broncos,0,1,Giants,18,2,2014,2
Broncos,1,1,Raiders,16,3,2014,3
Broncos,1,1,Eagles,32,4,2014,4
Broncos,0,1,Cowboys,3,5,2014,5
Broncos,1,1,Jaguars,16,6,2014,6
Broncos,0,0,Colts,-6,7,2014,7
Broncos,1,1,Redskins,24,8,2014,8
Broncos,0,1,Chargers,8,9,2014,10
Broncos,1,1,Chiefs,10,10,2014,11
Broncos,0,0,Patriots,-3,11,2014,12
Broncos,0,1,Chiefs,7,12,2014,13
Broncos,1,1,Titans,23,13,2014,14
Broncos,1,0,Chargers,-7,14,2014,15
Broncos,0,1,Texans,24,15,2014,16
Broncos,0,1,Raiders,20,16,2014,17
Browns,1,0,Dolphins,-13,1,2014,1
Browns,0,0,Ravens,-8,2,2014,2
Browns,0,1,Vikings,4,3,2014,3
Browns,1,1,Bengals,11,4,2014,4
Browns,1,1,Bills,13,5,2014,5
Browns,1,0,Lions,-14,6,2014,6
Browns,0,0,Packers,-18,7,2014,7
Browns,0,0,Chiefs,-6,8,2014,8
Browns,1,1,Ravens,6,9,2014,9
Browns,0,0,Bengals,-21,10,2014,11
Browns,1,0,Steelers,-16,11,2014,12
Browns,1,0,Jaguars,-4,12,2014,13
Browns,0,0,Patriots,-1,13,2014,14
Browns,1,0,Bears,-7,14,2014,15
Browns,0,0,Jets,-11,15,2014,16
Browns,0,0,Steelers,-13,16,2014,17
Buccaneers,0,0,Jets,-1,1,2014,1
Buccaneers,1,0,Saints,-2,2,2014,2
Buccaneers,0,0,Patriots,-20,3,2014,3
Buccaneers,1,0,Cardinals,-3,4,2014,4
Buccaneers,1,0,Eagles,-11,5,2014,6
Buccaneers,0,0,Falcons,-8,6,2014,7
Buccaneers,1,0,Panthers,-18,7,2014,8
Buccaneers,0,0,Seahawks,-3,8,2014,9
Buccaneers,1,1,Dolphins,3,9,2014,10
Buccaneers,1,1,Falcons,13,10,2014,11
Buccaneers,0,1,Lions,3,11,2014,12
Buccaneers,0,0,Panthers,-21,12,2014,13
Buccaneers,1,1,Bills,21,13,2014,14
Buccaneers,1,0,49ers,-19,14,2014,15
Buccaneers,0,0,Rams,-10,15,2014,16
Buccaneers,0,0,Saints,-25,16,2014,17
Cardinals,0,0,Rams,-3,1,2014,1
Cardinals,1,1,Lions,4,2,2014,2
Cardinals,0,0,Saints,-24,3,2014,3
Cardinals,0,1,Buccaneers,3,4,2014,4
Cardinals,1,1,Panthers,16,5,2014,5
Cardinals,0,0,49ers,-12,6,2014,6
Cardinals,1,0,Seahawks,-12,7,2014,7
Cardinals,1,1,Falcons,14,8,2014,8
Cardinals,1,1,Texans,3,9,2014,10
Cardinals,0,1,Jaguars,13,10,2014,11
Cardinals,1,1,Colts,29,11,2014,12
Cardinals,0,0,Eagles,-3,12,2014,13
Cardinals,1,1,Rams,20,13,2014,14
Cardinals,0,1,Titans,3,14,2014,15
Cardinals,0,1,Seahawks,7,15,2014,16
Cardinals,1,0,49ers,-3,16,2014,17
Chargers,1,0,Texans,-3,1,2014,1
Chargers,0,1,Eagles,3,2,2014,2
Chargers,0,0,Titans,-3,3,2014,3
Chargers,1,1,Cowboys,9,4,2014,4
Chargers,0,0,Raiders,-10,5,2014,5
Chargers,1,1,Colts,10,6,2014,6
Chargers,0,1,Jaguars,18,7,2014,7
Chargers,0,0,Redskins,-6,8,2014,9
Chargers,1,0,Broncos,-8,9,2014,10
Chargers,0,0,Dolphins,-4,10,2014,11
Chargers,0,1,Chiefs,3,11,2014,12
Chargers,1,0,Bengals,-7,12,2014,13
Chargers,1,1,Giants,23,13,2014,14
Chargers,0,1,Broncos,7,14,2014,15
Chargers,1,1,Raiders,13,15,2014,16
Chargers,1,1,Chiefs,3,16,2014,17
Chiefs,0,1,Jaguars,26,1,2014,1
Chiefs,1,1,Cowboys,1,2,2014,2
Chiefs,0,1,Eagles,10,3,2014,3
Chiefs,1,1,Giants,24,4,2014,4
Chiefs,0,1,Titans,9,5,2014,5
Chiefs,1,1,Raiders,17,6,2014,6
Chiefs,1,1,Texans,1,7,2014,7
Chiefs,1,1,Browns,6,8,2014,8
Chiefs,0,1,Bills,10,9,2014,9
Chiefs,0,0,Broncos,-10,10,2014,11
Chiefs,1,0,Chargers,-3,11,2014,12
Chiefs,1,0,Broncos,-7,12,2014,13
Chiefs,0,1,Redskins,35,13,2014,14
Chiefs,0,1,Raiders,25,14,2014,15
Chiefs,1,0,Colts,-16,15,2014,16
Chiefs,0,0,Chargers,-3,16,2014,17
Colts,1,1,Raiders,4,1,2014,1
Colts,1,0,Dolphins,-4,2,2014,2
Colts,0,1,49ers,20,3,2014,3
Colts,0,1,Jaguars,34,4,2014,4
Colts,1,1,Seahawks,6,5,2014,5
Colts,0,0,Chargers,-10,6,2014,6
Colts,1,1,Broncos,6,7,2014,7
Colts,0,1,Texans,3,8,2014,9
Colts,1,0,Rams,-30,9,2014,10
Colts,0,1,Titans,3,10,2014,11
Colts,0,0,Cardinals,-29,11,2014,12
Colts,1,1,Titans,8,12,2014,13
Colts,0,0,Bengals,-14,13,2014,14
Colts,1,1,Texans,22,14,2014,15
Colts,0,1,Chiefs,16,15,2014,16
Colts,1,1,Jaguars,20,16,2014,17
Cowboys,1,1,Giants,5,1,2014,1
Cowboys,0,0,Chiefs,-1,2,2014,2
Cowboys,1,1,Rams,24,3,2014,3
Cowboys,0,0,Chargers,-9,4,2014,4
Cowboys,1,0,Broncos,-3,5,2014,5
Cowboys,1,1,Redskins,15,6,2014,6
Cowboys,0,1,Eagles,14,7,2014,7
Cowboys,0,0,Lions,-1,8,2014,8
Cowboys,1,1,Vikings,4,9,2014,9
Cowboys,0,0,Saints,-32,10,2014,10
Cowboys,0,1,Giants,3,11,2014,12
Cowboys,1,1,Raiders,7,12,2014,13
Cowboys,0,0,Bears,-17,13,2014,14
Cowboys,1,0,Packers,-1,14,2014,15
Cowboys,0,1,Redskins,1,15,2014,16
Cowboys,1,0,Eagles,-2,16,2014,17
Dolphins,0,1,Browns,13,1,2014,1
Dolphins,0,1,Colts,4,2,2014,2
Dolphins,1,1,Falcons,4,3,2014,3
Dolphins,0,0,Saints,-21,4,2014,4
Dolphins,1,0,Ravens,-3,5,2014,5
Dolphins,1,0,Bills,-2,6,2014,7
Dolphins,0,0,Patriots,-10,7,2014,8
Dolphins,1,1,Bengals,2,8,2014,9
Dolphins,0,0,Buccaneers,-3,9,2014,10
Dolphins,1,1,Chargers,4,10,2014,11
Dolphins,1,0,Panthers,-4,11,2014,12
Dolphins,0,1,Jets,20,12,2014,13
Dolphins,0,1,Steelers,6,13,2014,14
Dolphins,1,1,Patriots,4,14,2014,15
Dolphins,0,0,Bills,-19,15,2014,16
Dolphins,1,0,Jets,-13,16,2014,17
Eagles,0,1,Redskins,6,1,2014,1
Eagles,1,0,Chargers,-3,2,2014,2
Eagles,1,0,Chiefs,-10,3,2014,3
Eagles,0,0,Broncos,-32,4,2014,4
Eagles,0,1,Giants,15,5,2014,5
Eagles,0,1,Buccaneers,11,6,2014,6
Eagles,1,0,Cowboys,-14,7,2014,7
Eagles,1,0,Giants,-8,8,2014,8
Eagles,0,1,Raiders,29,9,2014,9
Eagles,0,1,Packers,14,10,2014,10
Eagles,1,1,Redskins,8,11,2014,11
Eagles,1,1,Cardinals,3,12,2014,13
Eagles,1,1,Lions,14,13,2014,14
Eagles,0,0,Vikings,-18,14,2014,15
Eagles,1,1,Bears,43,15,2014,16
Eagles,0,1,Cowboys,2,16,2014,17
Falcons,0,0,Saints,-6,1,2014,1
Falcons,1,1,Rams,7,2,2014,2
Falcons,0,0,Dolphins,-4,3,2014,3
Falcons,1,0,Patriots,-7,4,2014,4
Falcons,1,0,Jets,-2,5,2014,5
Falcons,1,1,Buccaneers,8,6,2014,7
Falcons,0,0,Cardinals,-14,7,2014,8
Falcons,0,0,Panthers,-24,8,2014,9
Falcons,1,0,Seahawks,-23,9,2014,10
Falcons,0,0,Buccaneers,-13,10,2014,11
Falcons,1,0,Saints,-4,11,2014,12
Falcons,0,1,Bills,3,12,2014,13
Falcons,0,0,Packers,-1,13,2014,14
Falcons,1,1,Redskins,1,14,2014,15
Falcons,0,0,49ers,-10,15,2014,16
Falcons,1,0,Panthers,-1,16,2014,17
Giants,0,0,Cowboys,-5,1,2014,1
Giants,1,0,Broncos,-18,2,2014,2
Giants,0,0,Panthers,-38,3,2014,3
Giants,0,0,Chiefs,-24,4,2014,4
Giants,1,0,Eagles,-15,5,2014,5
Giants,0,0,Bears,-6,6,2014,6
Giants,1,1,Vikings,16,7,2014,7
Giants,0,1,Eagles,8,8,2014,8
Giants,1,1,Raiders,4,9,2014,10
Giants,1,1,Packers,14,10,2014,11
Giants,1,0,Cowboys,-3,11,2014,12
Giants,0,1,Redskins,7,12,2014,13
Giants,0,0,Chargers,-23,13,2014,14
Giants,1,0,Seahawks,-23,14,2014,15
Giants,0,1,Lions,3,15,2014,16
Giants,1,1,Redskins,14,16,2014,17
Jaguars,1,0,Chiefs,-26,1,2014,1
Jaguars,0,0,Raiders,-10,2,2014,2
Jaguars,0,0,Seahawks,-28,3,2014,3
Jaguars,1,0,Colts,-34,4,2014,4
Jaguars,0,0,Rams,-14,5,2014,5
Jaguars,0,0,Broncos,-16,6,2014,6
Jaguars,1,0,Chargers,-18,7,2014,7
Jaguars,1,0,49ers,-32,8,2014,8
Jaguars,0,1,Titans,2,9,2014,10
Jaguars,1,0,Cardinals,-13,10,2014,11
Jaguars,0,1,Texans,7,11,2014,12
Jaguars,0,1,Browns,4,12,2014,13
Jaguars,1,1,Texans,7,13,2014,14
Jaguars,1,0,Bills,-7,14,2014,15
Jaguars,1,0,Titans,-4,15,2014,16
Jaguars,0,0,Colts,-20,16,2014,17
Jets,1,1,Buccaneers,1,1,2014,1
Jets,0,0,Patriots,-3,2,2014,2
Jets,1,1,Bills,7,3,2014,3
Jets,0,0,Titans,-25,4,2014,4
Jets,0,1,Falcons,2,5,2014,5
Jets,1,0,Steelers,-13,6,2014,6
Jets,1,1,Patriots,3,7,2014,7
Jets,0,0,Bengals,-40,8,2014,8
Jets,1,1,Saints,6,9,2014,9
Jets,0,0,Bills,-23,10,2014,11
Jets,0,0,Ravens,-16,11,2014,12
Jets,1,0,Dolphins,-20,12,2014,13
Jets,1,1,Raiders,10,13,2014,14
Jets,0,0,Panthers,-10,14,2014,15
Jets,1,1,Browns,11,15,2014,16
Jets,0,1,Dolphins,13,16,2014,17
Lions,1,1,Vikings,10,1,2014,1
Lions,0,0,Cardinals,-4,2,2014,2
Lions,0,1,Redskins,7,3,2014,3
Lions,1,1,Bears,8,4,2014,4
Lions,0,0,Packers,-13,5,2014,5
Lions,0,1,Browns,14,6,2014,6
Lions,1,0,Bengals,-3,7,2014,7
Lions,1,1,Cowboys,1,8,2014,8
Lions,0,1,Bears,2,9,2014,10
Lions,0,0,Steelers,-10,10,2014,11
Lions,1,0,Buccaneers,-3,11,2014,12
Lions,1,1,Packers,30,12,2014,13
Lions,0,0,Eagles,-14,13,2014,14
Lions,1,0,Ravens,-2,14,2014,15
Lions,1,0,Giants,-3,15,2014,16
Lions,0,0,Vikings,-1,16,2014,17
Packers,0,0,49ers,-6,1,2014,1
Packers,1,1,Redskins,18,2,2014,2
Packers,0,0,Bengals,-4,3,2014,3
Packers,1,1,Lions,13,4,2014,5
Packers,0,1,Ravens,2,5,2014,6
Packers,1,1,Browns,18,6,2014,7
Packers,0,1,Vikings,13,7,2014,8
Packers,1,0,Bears,-7,8,2014,9
Packers,1,0,Eagles,-14,9,2014,10
Packers,0,0,Giants,-14,10,2014,11
Packers,1,1,Vikings,0,11,2014,12
Packers,0,0,Lions,-30,12,2014,13
Packers,1,1,Falcons,1,13,2014,14
Packers,0,1,Cowboys,1,14,2014,15
Packers,1,0,Steelers,-7,15,2014,16
Packers,0,1,Bears,5,16,2014,17
Panthers,1,0,Seahawks,-5,1,2014,1
Panthers,0,0,Bills,-1,2,2014,2
Panthers,1,1,Giants,38,3,2014,3
Panthers,0,0,Cardinals,-16,4,2014,5
Panthers,0,1,Vikings,25,5,2014,6
Panthers,1,1,Rams,15,6,2014,7
Panthers,0,1,Buccaneers,18,7,2014,8
Panthers,1,1,Falcons,24,8,2014,9
Panthers,0,1,49ers,1,9,2014,10
Panthers,1,1,Patriots,4,10,2014,11
Panthers,0,1,Dolphins,4,11,2014,12
Panthers,1,1,Buccaneers,21,12,2014,13
Panthers,0,0,Saints,-18,13,2014,14
Panthers,1,1,Jets,10,14,2014,15
Panthers,1,1,Saints,4,15,2014,16
Panthers,0,1,Falcons,1,16,2014,17
Patriots,0,1,Bills,2,1,2014,1
Patriots,1,1,Jets,3,2,2014,2
Patriots,1,1,Buccaneers,20,3,2014,3
Patriots,0,1,Falcons,7,4,2014,4
Patriots,0,0,Bengals,-7,5,2014,5
Patriots,1,1,Saints,3,6,2014,6
Patriots,0,0,Jets,-3,7,2014,7
Patriots,1,1,Dolphins,10,8,2014,8
Patriots,1,1,Steelers,24,9,2014,9
Patriots,0,0,Panthers,-4,10,2014,11
Patriots,1,1,Broncos,3,11,2014,12
Patriots,0,1,Texans,3,12,2014,13
Patriots,1,1,Browns,1,13,2014,14
Patriots,0,0,Dolphins,-4,14,2014,15
Patriots,0,1,Ravens,34,15,2014,16
Patriots,1,1,Bills,14,16,2014,17
Raiders,0,0,Colts,-4,1,2014,1
Raiders,1,1,Jaguars,10,2,2014,2
Raiders,0,0,Broncos,-16,3,2014,3
Raiders,1,0,Redskins,-10,4,2014,4
Raiders,1,1,Chargers,10,5,2014,5
Raiders,0,0,Chiefs,-17,6,2014,6
Raiders,1,1,Steelers,3,7,2014,8
Raiders,1,0,Eagles,-29,8,2014,9
Raiders,0,0,Giants,-4,9,2014,10
Raiders,0,1,Texans,5,10,2014,11
Raiders,1,0,Titans,-4,11,2014,12
Raiders,0,0,Cowboys,-7,12,2014,13
Raiders,0,0,Jets,-10,13,2014,14
Raiders,1,0,Chiefs,-25,14,2014,15
Raiders,0,0,Chargers,-13,15,2014,16
Raiders,1,0,Broncos,-20,16,2014,17
Rams,1,1,Cardinals,3,1,2014,1
Rams,0,0,Falcons,-7,2,2014,2
Rams,0,0,Cowboys,-24,3,2014,3
Rams,1,0,49ers,-24,4,2014,4
Rams,1,1,Jaguars,14,5,2014,5
Rams,0,1,Texans,25,6,2014,6
Rams,0,0,Panthers,-15,7,2014,7
Rams,1,0,Seahawks,-5,8,2014,8
Rams,1,0,Titans,-7,9,2014,9
Rams,0,1,Colts,30,10,2014,10
Rams,1,1,Bears,21,11,2014,12
Rams,0,0,49ers,-10,12,2014,13
Rams,0,0,Cardinals,-20,13,2014,14
Rams,1,1,Saints,11,14,2014,15
Rams,1,1,Buccaneers,10,15,2014,16
Rams,0,0,Seahawks,-18,16,2014,17
Ravens,0,0,Broncos,-22,1,2014,1
Ravens,1,1,Browns,8,2,2014,2
Ravens,1,1,Texans,21,3,2014,3
Ravens,0,0,Bills,-3,4,2014,4
Ravens,0,1,Dolphins,3,5,2014,5
Ravens,1,0,Packers,-2,6,2014,6
Ravens,0,0,Steelers,-3,7,2014,7
Ravens,0,0,Browns,-6,8,2014,9
Ravens,1,1,Bengals,3,9,2014,10
Ravens,0,0,Bears,-3,10,2014,11
Ravens,1,1,Jets,16,11,2014,12
Ravens,1,1,Steelers,2,12,2014,13
Ravens,1,1,Vikings,3,13,2014,14
Ravens,0,1,Lions,2,14,2014,15
Ravens,1,0,Patriots,-34,15,2014,16
Ravens,0,0,Bengals,-17,16,2014,17
Redskins,1,0,Eagles,-6,1,2014,1
Redskins,0,0,Packers,-18,2,2014,2
Redskins,1,0,Lions,-7,3,2014,3
Redskins,0,1,Raiders,10,4,2014,4
Redskins,0,0,Cowboys,-15,5,2014,6
Redskins,1,1,Bears,4,6,2014,7
Redskins,0,0,Broncos,-24,7,2014,8
Redskins,1,1,Chargers,6,8,2014,9
Redskins,0,0,Vikings,-7,9,2014,10
Redskins,0,0,Eagles,-8,10,2014,11
Redskins,1,0,49ers,-21,11,2014,12
Redskins,1,0,Giants,-7,12,2014,13
Redskins,1,0,Chiefs,-35,13,2014,14
Redskins,0,0,Falcons,-1,14,2014,15
Redskins,1,0,Cowboys,-1,15,2014,16
Redskins,0,0,Giants,-14,16,2014,17
Saints,1,1,Falcons,6,1,2014,1
Saints,0,1,Buccaneers,2,2,2014,2
Saints,1,1,Cardinals,24,3,2014,3
Saints,1,1,Dolphins,21,4,2014,4
Saints,0,1,Bears,8,5,2014,5
Saints,0,0,Patriots,-3,6,2014,6
Saints,1,1,Bills,18,7,2014,8
Saints,0,0,Jets,-6,8,2014,9
Saints,1,1,Cowboys,32,9,2014,10
Saints,1,1,49ers,3,10,2014,11
Saints,0,1,Falcons,4,11,2014,12
Saints,0,0,Seahawks,-27,12,2014,13
Saints,1,1,Panthers,18,13,2014,14
Saints,0,0,Rams,-11,14,2014,15
Saints,0,0,Panthers,-4,15,2014,16
Saints,1,1,Buccaneers,25,16,2014,17
Seahawks,0,1,Panthers,5,1,2014,1
Seahawks,1,1,49ers,26,2,2014,2
Seahawks,1,1,Jaguars,28,3,2014,3
Seahawks,0,1,Texans,3,4,2014,4
Seahawks,0,0,Colts,-6,5,2014,5
Seahawks,1,1,Titans,7,6,2014,6
Seahawks,0,1,Cardinals,12,7,2014,7
Seahawks,0,1,Rams,5,8,2014,8
Seahawks,1,1,Buccaneers,3,9,2014,9
Seahawks,0,1,Falcons,23,10,2014,10
Seahawks,1,1,Vikings,21,11,2014,11
Seahawks,1,1,Saints,27,12,2014,13
Seahawks,0,0,49ers,-2,13,2014,14
Seahawks,0,1,Giants,23,14,2014,15
Seahawks,1,0,Cardinals,-7,15,2014,16
Seahawks,1,1,Rams,18,16,2014,17
Steelers,1,0,Titans,-7,1,2014,1
Steelers,0,0,Bengals,-10,2,2014,2
Steelers,1,0,Bears,-17,3,2014,3
Steelers,0,0,Vikings,-7,4,2014,4
Steelers,0,1,Jets,13,5,2014,6
Steelers,1,1,Ravens,3,6,2014,7
Steelers,0,0,Raiders,-3,7,2014,8
Steelers,0,0,Patriots,-24,8,2014,9
Steelers,1,1,Bills,13,9,2014,10
Steelers,1,1,Lions,10,10,2014,11
Steelers,0,1,Browns,16,11,2014,12
Steelers,0,0,Ravens,-2,12,2014,13
Steelers,1,0,Dolphins,-6,13,2014,14
Steelers,1,1,Bengals,10,14,2014,15
Steelers,0,1,Packers,7,15,2014,16
Steelers,1,1,Browns,13,16,2014,17
Texans,0,1,Chargers,3,1,2014,1
Texans,1,1,Titans,6,2,2014,2
Texans,0,0,Ravens,-21,3,2014,3
Texans,1,0,Seahawks,-3,4,2014,4
Texans,0,0,49ers,-31,5,2014,5
Texans,1,0,Rams,-25,6,2014,6
Texans,0,0,Chiefs,-1,7,2014,7
Texans,1,0,Colts,-3,8,2014,9
Texans,0,0,Cardinals,-3,9,2014,10
Texans,1,0,Raiders,-5,10,2014,11
Texans,1,0,Jaguars,-7,11,2014,12
Texans,1,0,Patriots,-3,12,2014,13
Texans,0,0,Jaguars,-7,13,2014,14
Texans,0,0,Colts,-22,14,2014,15
Texans,1,0,Broncos,-24,15,2014,16
Texans,0,0,Titans,-6,16,2014,17
Titans,0,1,Steelers,7,1,2014,1
Titans,0,0,Texans,-6,2,2014,2
Titans,1,1,Chargers,3,3,2014,3
Titans,1,1,Jets,25,4,2014,4
Titans,1,0,Chiefs,-9,5,2014,5
Titans,0,0,Seahawks,-7,6,2014,6
Titans,1,0,49ers,-14,7,2014,7
Titans,0,1,Rams,7,8,2014,9
Titans,1,0,Jaguars,-2,9,2014,10
Titans,1,0,Colts,-3,10,2014,11
Titans,0,1,Raiders,4,11,2014,12
Titans,0,0,Colts,-8,12,2014,13
Titans,0,0,Broncos,-23,13,2014,14
Titans,1,0,Cardinals,-3,14,2014,15
Titans,0,1,Jaguars,4,15,2014,16
Titans,1,1,Texans,6,16,2014,17
Vikings,0,0,Lions,-10,1,2014,1
Vikings,0,0,Bears,-1,2,2014,2
Vikings,1,0,Browns,-4,3,2014,3
Vikings,1,1,Steelers,7,4,2014,4
Vikings,1,0,Panthers,-25,5,2014,6
Vikings,0,0,Giants,-16,6,2014,7
Vikings,1,0,Packers,-13,7,2014,8
Vikings,0,0,Cowboys,-4,8,2014,9
Vikings,1,1,Redskins,7,9,2014,10
Vikings,0,0,Seahawks,-21,10,2014,11
Vikings,0,0,Packers,0,11,2014,12
Vikings,1,1,Bears,3,12,2014,13
Vikings,0,0,Ravens,-3,13,2014,14
Vikings,1,1,Eagles,18,14,2014,15
Vikings,0,0,Bengals,-28,15,2014,16
Vikings,1,1,Lions,1,16,2014,17
